timestamp,valve_DN200_fb,valve_DN300_fb,valve_DN350_fb,valve_DN400_fb,pump_speed_fb,pump_current_fb,temp_pump_out,temp_tank_out,temp_he_sim,press_pump_out,press_valve_DN400,press_check_valve,press_tank_out,flow_pump_DN300,flow_pump_DN400
2019-10-21 17:42:16,-0.03616898134350782,98.56852012580926,99.65639495849615,95.2003784179688,69.8716381293138,0.018132597546685867,20.600881189733123,19.551423399598477,19.610811606987397,0.08052384071833606,0.27739081182679953,0.2763967809977228,0.28757072474572987,-0.08680555224418639,591.5330763596759
2019-10-21 17:42:17,-0.03616898134350782,98.56983515599396,99.65639495849615,95.20037841796879,69.87163812931382,0.01985702324997298,20.609298492645056,19.542601472014336,19.612754061505534,0.08041062935457365,0.2759951319727863,0.276343672008781,0.28743742896126667,-0.0868055522441864,591.255348899148
2019-10-21 17:42:18,-0.03616898134350782,98.57025664002751,99.65639495849615,95.20037841796879,69.87163812931384,0.020788909867405916,20.616420825878226,19.537246255052132,19.6138332029045,0.08032726336678704,0.2752356609820205,0.2763443480143736,0.28734578292964486,-0.08680555224418642,591.0798954463507
2019-10-21 17:42:19,-0.03616898134350782,98.57002903864941,99.65639495849615,95.20037841796879,69.87163812931384,0.021089377982372606,20.622086318222795,19.53454502034577,19.613995074114346,0.0802716435321839,0.2749724007778232,0.2763752878268005,0.287287608518467,-0.08680555224418642,590.9776699537445
2019-10-21 17:42:20,-0.03616898134350783,98.56939681259908,99.65639495849615,95.20037841796879,69.87163812931384,0.020919548178260992,20.626133098468916,19.533685039529157,19.61318571806512,0.0802416706279719,0.2750653532835152,0.27641297025836165,0.28725472759533593,-0.08680555224418642,590.9196263737892
2019-10-21 17:42:21,-0.0361689813435079,98.5686044226162,99.65639495849635,95.20037841796906,69.87163812931404,0.020440541038459048,20.628399295406794,19.533853584236233,19.61135117768693,0.08023524543135889,0.27537452042241817,0.2764338741213578,0.2872389620278551,-0.08680555224418664,590.876718658947
2019-10-21 17:42:22,-0.0361689813435079,98.5679637668852,99.65639495849635,95.20037841796906,69.87163812931404,0.020048626105893787,20.628399295406794,19.531324124280705,19.607628139860502,0.08027490422928546,0.27559558092019576,0.27614283130997075,0.2871967260932041,-0.08680555224418664,590.8120573884142
2019-10-21 17:42:23,-0.0361689813435079,98.56843582900278,99.65639495849635,95.20037841796906,69.87163812931404,0.01939543455161836,20.622140275292796,19.52588772718172,19.60309574598485,0.08029336716745301,0.27582591779026483,0.27629079574193793,0.28717362324952606,-0.08680555224418664,590.6539003598959
2019-10-21 17:42:24,-0.035865465322366265,98.56873086782628,99.65639495849635,95.20037841796906,69.87163812931404,0.017853902483528358,20.62084530561404,19.529786307772884,19.598293566759452,0.08034375072011879,0.2757530727864431,0.27615328893794944,0.28720405927071285,-0.08680555224418664,590.4253430488802
2019-10-21 17:42:25,-0.036244860348793304,98.56915235185983,99.65639495849635,95.20037841796906,69.87163812931404,0.018733533776619283,20.61625895466844,19.53686823989411,19.593761172883802,0.08035654923715811,0.2758884730733644,0.27629299201331836,0.2872930904090551,-0.08680555224418664,590.1160968344825
2019-10-21 17:42:26,-0.036539945369347675,98.56923664866653,99.65639495849635,95.20037841796906,69.87163812931404,0.020222810520367264,20.613291315821286,19.538763188537793,19.59003813505737,0.08037491215692552,0.2760699888765125,0.27638067829581187,0.28725835764324825,-0.08680555224418664,589.7532190709699
2019-10-21 17:42:27,-0.036750720384029364,98.56975085918748,99.65639495849635,95.20037841796906,69.87163812931404,0.020344739610498673,20.613884843590718,19.532429684014357,19.587906830794417,0.08039423637526316,0.27645596028207975,0.27631770036159475,0.2872471434947781,-0.08680555224418664,589.4450599652642
2019-10-21 17:42:28,-0.03687718539283838,98.56940524227994,99.65639495849635,95.20037841796906,69.87163812931404,0.020431831817735398,20.613669015310926,19.542142427884663,19.58711770864642,0.08034790032879754,0.2765326827833988,0.2764783098008532,0.28724174316112905,-0.08680555224418664,589.2666512158105
2019-10-21 17:42:29,-0.03661582437463308,98.56948953908667,99.65639495849635,95.20037841796906,69.87163812931404,0.020336030389774995,20.613183401681386,19.547659849509262,19.588824100983533,0.08032078698867982,0.2762471272117337,0.27620649275246256,0.2873254633033202,-0.08680555224418664,589.151731548889
2019-10-21 17:42:30,-0.036953064398123785,98.56923664866653,99.65639495849635,95.20037841796906,69.87163812931404,0.020762782205234948,20.61102511888346,19.554876758779997,19.588655485139945,0.08036075027047357,0.27638506048765016,0.27622756980238056,0.2873048084877043,-0.08680555224418664,589.1027436512072
2019-10-21 17:42:31,-0.03712168440986914,98.5683431025154,99.65639495849635,95.20037841796906,69.87163812931404,0.021459519863128735,20.612104260282422,19.55891015646345,19.58855431563379,0.08036105333022045,0.27618305465002524,0.2759344264482847,0.2872080177693944,-0.08680555224418664,589.1578012035183
2019-10-21 17:42:32,-0.03712168440986914,98.56856227421284,99.65639495849635,95.20037841796906,69.87163812931404,0.021947236223654392,20.61151073251299,19.560009709605012,19.58876339927984,0.08038973542568587,0.27578435390145706,0.2754140648391704,0.2870799519104289,-0.08680555224418664,589.1973472897564
2019-10-21 17:42:33,-0.036953064398123785,98.56890789112036,99.65639495849635,95.20037841796906,69.87163812931404,0.020893420516090028,20.612589873911958,19.558067344007554,19.588493613930098,0.08047274696382352,0.2754909539278301,0.2756573002099443,0.2870276782201452,-0.08680555224418664,589.1676709724213
2019-10-21 17:42:34,-0.03661582437463308,98.56869714910357,99.65639495849635,95.20037841796906,69.87163812931404,0.020109590650959505,20.61534168447932,19.55663073702017,19.588358721255226,0.08046126383028963,0.275517931698642,0.2756641294572744,0.2870095511138586,-0.08680555224418664,589.0244311352728
2019-10-21 17:42:35,-0.03687718539283838,98.56869714910357,99.65639495849635,95.20037841796906,69.87163812931404,0.02038828571411702,20.61345318703113,19.54699240642274,19.58641626673709,0.08045392877711027,0.27585247374359056,0.2760285160619348,0.2870492613537893,-0.08680555224418664,588.8597715151077
2019-10-21 17:42:36,-0.036750720384029364,98.56890789112036,99.65639495849635,95.20037841796906,69.87163812931404,0.020797619088129618,20.613776929450818,19.547370128142543,19.587279579856265,0.08047477004828177,0.27646035039341604,0.2763278158533553,0.2870041566850986,-0.08680555224418664,588.734395771873
2019-10-21 17:42:37,-0.036539945369347675,98.56856227421284,99.65639495849635,95.20037841796906,69.87163812931404,0.01961316506971017,20.614910027919734,19.542358914177477,19.591562422283406,0.08045276396827564,0.2766825108678197,0.2762478030783875,0.28702430923779887,-0.08680555224418664,588.4903106333786
2019-10-21 17:42:38,-0.036244860348793304,98.56864657101957,99.65639495849635,95.20037841796906,69.87163812931404,0.018959973515434735,20.610539505253925,19.533617828831566,19.594354700653223,0.08039408387281977,0.2767182623311918,0.27631002157440343,0.287060729204081,-0.08680555224418664,588.1340138539862
2019-10-21 17:42:39,-0.035865465322366265,98.56916078154049,99.65639495849635,95.20037841796906,69.87163812931404,0.01773197339339693,20.608920793155477,19.524586519717104,19.596445537113716,0.08036681830813577,0.2763188014497296,0.2763230902748515,0.2870797003621554,-0.08680555224418664,587.7875815793923
2019-10-21 17:42:40,-0.0361689813435079,98.56911863313714,99.65639495849635,95.20037841796906,69.87163812931404,0.01853322169997479,20.6051437982591,19.517625768701567,19.595649670331984,0.08033894547771483,0.2765840414242872,0.2763532744698876,0.2870614908652993,-0.08680555224418664,587.3588697882536
2019-10-21 17:42:41,-0.0361689813435079,98.56882359431364,99.65639495849635,95.20037841796906,69.87163812931404,0.019325760785828976,20.604118613930083,19.523230630479006,19.598280077491964,0.0802955430495991,0.2762131621509727,0.27615607826859856,0.28701545482193214,-0.08680555224418664,586.9682674096753
2019-10-21 17:42:42,-0.0361689813435079,98.56873929750694,99.65639495849635,95.20037841796906,69.87163812931404,0.019717675718394244,20.60444235634977,19.524903210726734,19.599669472043132,0.08025962767345385,0.27558033178736346,0.2756564598400282,0.28702220174816184,-0.08680555224418664,586.7128978809293
2019-10-21 17:42:43,-0.0361689813435079,98.56856227421284,99.65639495849635,95.20037841796906,69.87163812931404,0.019229959357868587,20.606654596217652,19.5243837850078,19.598414970166832,0.08027267935392757,0.27508239277870866,0.2756339515144737,0.28714562949045075,-0.08680555224418664,586.6142565320438
2019-10-21 17:42:44,-0.0361689813435079,98.56851169612881,99.65639495849635,95.20037841796906,69.87163812931404,0.019360597668723677,20.606384810867908,19.522758239354918,19.595919455681724,0.0802642825148602,0.27509006545260317,0.2757947299724977,0.28723921413188297,-0.08680555224418664,586.6371087205455
2019-10-21 17:42:45,-0.0361689813435079,98.56850326644815,99.65639495849635,95.20037841796906,69.87163812931404,0.019796058704907304,20.605575454818684,19.522022985356173,19.591940121773042,0.08031582948697494,0.2751958741174718,0.2760572715516975,0.2873644151470886,-0.08680555224418664,586.9168524753259
2019-10-21 17:42:46,-0.0361689813435079,98.56952325780935,99.65639495849635,95.20037841796906,69.87163812931404,0.02005733532661748,20.60422652806998,19.529240059130174,19.591629868620846,0.08034309484325108,0.27533861008279603,0.2762549768933611,0.28738153001645306,-0.08680555224418664,587.3035873021852
2019-10-21 17:42:47,-0.0361689813435079,98.56981829663283,99.65639495849635,95.20037841796906,69.87163812931404,0.019665420394052228,20.602338030621787,19.529867510139862,19.59218292858781,0.08037132179334189,0.2752725957851595,0.2761919961109034,0.2874392869172405,-0.08680555224418664,587.4818220516479
2019-10-21 17:42:48,-0.0361689813435079,98.57045895236385,99.65639495849635,95.20037841796906,69.87163812931404,0.01909932104701352,20.599909962474122,19.52138934546701,19.590874469641566,0.080411335614039,0.2751224384163372,0.27608829306000116,0.28740370711246666,-0.08680555224418664,587.5699282203815
2019-10-21 17:42:49,-0.0361689813435079,98.57045895236385,99.65639495849635,95.20037841796906,69.87163812931404,0.01852451247925114,20.60185241699226,19.51956154972251,19.588615017337478,0.08042934387574963,0.2751497535299873,0.2761259782008645,0.2872920786584183,-0.08680555224418664,587.7732811418741
2019-10-21 17:42:50,-0.0361689813435079,98.570121765137,99.65639495849635,95.20037841796906,69.87163812931404,0.01864644156938254,20.599909962474122,19.516013872373414,19.586018333346217,0.08042170508549785,0.27553336395250383,0.276156582824001,0.28716131273683226,-0.08680555224418664,588.017187016273
2019-10-21 17:42:51,-0.0361689813435079,98.56944739068331,99.65639495849635,95.20037841796906,69.87163812931404,0.019691548056223217,20.602338030621787,19.52294735586176,19.58823731784784,0.08034238639550353,0.27563335477333306,0.27609141410647664,0.28697422744233103,-0.08680555224418664,588.3631863538495
2019-10-21 17:42:52,-0.0361689813435079,98.56813236049862,99.65639495849635,95.20037841796906,69.87163812931404,0.019761221822012596,20.60422652806998,19.525179829630876,19.588169871510406,0.08025057250872658,0.2750817151058532,0.27553699441723145,0.2868444754249296,-0.08680555224418664,588.8155038117823
